idHidreletrica;AttVetor;01/2020;02/2020;03/2020;04/2020;05/2020;06/2020;07/2020;08/2020;09/2020;10/2020;11/2020;12/2020;01/2021;02/2021;03/2021;04/2021;05/2021;06/2021;07/2021;08/2021;09/2021;10/2021;11/2021;12/2021;01/2022;02/2022;03/2022;04/2022;05/2022;06/2022;07/2022;08/2022;09/2022;10/2022;11/2022;12/2022;01/2023;02/2023;03/2023;04/2023;05/2023;06/2023;07/2023;08/2023;09/2023;10/2023;11/2023;12/2023;01/2024;02/2024;03/2024;04/2024;05/2024;06/2024;07/2024;08/2024;09/2024;10/2024;11/2024;12/2024;
83;vazao_defluente_minima_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
83;vazao_defluente_maxima_media;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;
84;potencia_minima_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
84;potencia_maxima_media;87.020000457764;87.020000457851;87.020000457851;87.020000457764;87.020000457677;87.020000457764;87.020000457851;87.020000457677;87.020000457764;87.020000457764;87.020000457764;87.020000457764;87.020000457764;87.020000457764;87.020000457764;87.020000457764;87.020000457677;87.020000457764;87.020000457851;87.020000457764;87.020000457764;87.020000457764;87.020000457677;87.020000457764;87.020000457764;87.020000457764;87.020000457764;87.020000457764;87.020000457764;87.020000457764;87.020000457764;87.020000457764;87.020000457764;87.020000457764;87.020000457764;87.020000457764;87.020000457764;87.020000457764;87.020000457764;87.020000457764;87.020000457764;87.020000457764;87.020000457764;87.020000457764;87.020000457764;87.020000457764;87.020000457764;87.020000457764;87.020000457764;87.020000457764;87.020000457764;87.020000457764;87.020000457764;87.020000457764;87.020000457764;87.020000457764;87.020000457764;87.020000457764;87.020000457764;87.020000457764;
84;potencia_disponivel_minima_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
84;potencia_disponivel_maxima_media;84.148340442657;84.148340442741;84.148340442741;84.148340442657;84.148340442573;83.887280441284;83.800260440910;83.800260440742;83.800260440826;83.800260440826;83.800260440826;83.800260440826;83.800260440826;83.800260440826;83.800260440826;83.800260440826;83.800260440742;83.887280441284;83.887280441368;83.887280441284;83.887280441284;83.887280441284;83.887280441200;83.887280441284;83.887280441284;83.887280441284;83.887280441284;83.887280441284;83.887280441284;83.887280441284;83.887280441284;83.887280441284;83.887280441284;83.887280441284;83.887280441284;83.887280441284;83.887280441284;83.887280441284;83.887280441284;83.887280441284;83.887280441284;83.887280441284;83.887280441284;83.887280441284;83.887280441284;83.887280441284;83.887280441284;83.887280441284;83.887280441284;83.887280441284;83.887280441284;83.887280441284;83.887280441284;83.887280441284;83.887280441284;83.887280441284;83.887280441284;83.887280441284;83.887280441284;83.887280441284;
84;vazao_turbinada_disponivel_minima_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
84;vazao_turbinada_disponivel_maxima_media;119.453752140367;119.728952939049;120.961683885964;122.054170171092;122.439715970455;122.014322195607;121.375153556713;120.279568311780;119.338266886623;118.323704210697;117.076385693538;116.363672595648;116.854855908481;119.039243565157;120.342367991877;121.227490896015;121.707702067906;121.571088386335;120.641149422547;119.338124918780;118.231181385904;117.032318649739;115.783685405440;116.115369093461;116.503068269409;118.579859229955;120.181363094641;120.579844239010;121.975558165899;121.571088386335;120.641149422426;119.338124918780;118.231181385904;117.032318649739;115.783685405556;116.115369093461;116.503068269409;118.579859229955;120.181363094641;120.579844239010;121.975558165899;121.571088386335;120.641149422426;119.338124918780;118.231181385904;117.032318649739;115.783685405556;116.115369093461;116.503068269409;118.579859229955;120.181363094641;120.579844239010;121.975558165899;121.571088386335;120.641149422426;119.338124918780;118.231181385904;117.032318649739;115.783685405556;116.115369093461;
84;vazao_defluente_minima_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
84;vazao_defluente_maxima_media;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;
85;potencia_minima_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
85;potencia_maxima_media;56.049999237061;56.049999237117;56.049999237117;56.049999237061;56.049999237005;56.049999237061;56.049999237117;56.049999237005;56.049999237061;56.049999237061;56.049999237061;56.049999237061;56.049999237061;56.049999237061;56.049999237061;56.049999237061;56.049999237005;56.049999237061;56.049999237117;56.049999237061;56.049999237061;56.049999237061;56.049999237005;56.049999237061;56.049999237061;56.049999237061;56.049999237061;56.049999237061;56.049999237061;56.049999237061;56.049999237061;56.049999237061;56.049999237061;56.049999237061;56.049999237061;56.049999237061;56.049999237061;56.049999237061;56.049999237061;56.049999237061;56.049999237061;56.049999237061;56.049999237061;56.049999237061;56.049999237061;56.049999237061;56.049999237061;56.049999237061;56.049999237061;56.049999237061;56.049999237061;56.049999237061;56.049999237061;56.049999237061;56.049999237061;56.049999237061;56.049999237061;56.049999237061;56.049999237061;56.049999237061;
85;potencia_disponivel_minima_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
85;potencia_disponivel_maxima_media;53.191449275970;53.191449276023;53.191449276023;53.191449275970;53.191449275917;53.303549274445;53.247499275261;53.247499275155;53.247499275208;53.247499275208;53.247499275208;53.247499275208;53.247499275208;53.247499275208;53.247499275208;53.247499275208;53.247499275155;53.695899269104;53.695899269158;53.695899269104;53.695899269104;53.695899269104;53.695899269050;53.695899269104;53.695899269104;53.695899269104;53.695899269104;53.695899269104;53.695899269104;53.695899269104;53.695899269104;53.695899269104;53.695899269104;53.695899269104;53.695899269104;53.695899269104;53.695899269104;53.695899269104;53.695899269104;53.695899269104;53.695899269104;53.695899269104;53.695899269104;53.695899269104;53.695899269104;53.695899269104;53.695899269104;53.695899269104;53.695899269104;53.695899269104;53.695899269104;53.695899269104;53.695899269104;53.695899269104;53.695899269104;53.695899269104;53.695899269104;53.695899269104;53.695899269104;53.695899269104;
85;vazao_turbinada_disponivel_minima_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
85;vazao_turbinada_disponivel_maxima_media;123.535504734214;126.787540788466;125.953448130523;127.134208920676;125.554368058674;128.348302491673;127.540444558010;124.799331443936;121.945701386945;120.314047059029;118.499490923241;120.345495960085;124.397436112306;125.430411084061;125.304246985886;123.691136242464;122.111139679658;125.024215666462;125.795780855759;123.169376270475;119.006246091548;117.514481391790;118.462196635400;117.753728042841;117.937007116923;118.776281119237;122.329521713112;123.718293847642;121.784303557308;125.024215666462;125.795780855633;123.169376270475;119.006246091548;117.514481391790;118.462196635518;117.753728042841;117.937007116923;118.776281119237;122.329521713112;123.718293847642;121.784303557308;125.024215666462;125.795780855633;123.169376270475;119.006246091548;117.514481391790;118.462196635518;117.753728042841;117.937007116923;118.776281119237;122.329521713112;123.718293847642;121.784303557308;125.024215666462;125.795780855633;123.169376270475;119.006246091548;117.514481391790;118.462196635518;117.753728042841;
85;vazao_defluente_minima_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
85;vazao_defluente_maxima_media;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;
86;potencia_minima_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
86;potencia_maxima_media;222;222.000000000222;222.000000000222;222;221.999999999778;222;222.000000000222;221.999999999778;222;222;222;222;222;222;222;222;221.999999999778;222;222.000000000222;222;222;222;221.999999999778;222;222.000000000000;222;222;222;222;222;222;222;222;222;222;222;222;222;222;222;222;222;222;222;222;222;222;222;222;222;222;222;222;222;222;222;222;222;222;222;
86;potencia_disponivel_minima_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
86;potencia_disponivel_maxima_media;206.016000000000;206.016000000206;206.016000000206;206.016000000000;206.015999999794;211.788000000000;209.790000000210;209.789999999790;209.790000000000;209.790000000000;209.790000000000;209.790000000000;209.790000000000;209.790000000000;209.790000000000;209.790000000000;209.789999999790;215.340000000000;215.340000000215;215.340000000000;215.340000000000;215.340000000000;215.339999999785;215.340000000000;215.340000000000;215.340000000000;215.340000000000;215.340000000000;215.340000000000;215.340000000000;215.340000000000;215.340000000000;215.340000000000;215.340000000000;215.340000000000;215.340000000000;215.340000000000;215.340000000000;215.340000000000;215.340000000000;215.340000000000;215.340000000000;215.340000000000;215.340000000000;215.340000000000;215.340000000000;215.340000000000;215.340000000000;215.340000000000;215.340000000000;215.340000000000;215.340000000000;215.340000000000;215.340000000000;215.340000000000;215.340000000000;215.340000000000;215.340000000000;215.340000000000;215.340000000000;
86;vazao_turbinada_disponivel_minima_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
86;vazao_turbinada_disponivel_maxima_media;325.426886419658;339.324745617974;343.734990035023;350.850223703620;350.641305628376;343.133367984292;331.448930981587;334.633049997406;336.015190868934;336.040316850515;334.387084675113;331.764130501392;345.671536511617;347.638067919785;350.337860125592;356.506716842518;344.866775473690;340.932167580472;343.532150865425;340.554981266472;343.895090770463;327.182592660943;328.520569461936;328.065554240574;333.374794690697;340.328313030286;342.700504594338;343.888476144528;345.384400606563;340.932167580472;343.532150865081;340.554981266472;343.895090770463;327.182592660943;328.520569462265;328.065554240574;333.374794690697;340.328313030286;342.700504594338;343.888476144528;345.384400606563;340.932167580472;343.532150865081;340.554981266472;343.895090770463;327.182592660943;328.520569462265;328.065554240574;333.374794690697;340.328313030286;342.700504594338;343.888476144528;345.384400606563;340.932167580472;343.532150865081;340.554981266472;343.895090770463;327.182592660943;328.520569462265;328.065554240574;
86;vazao_defluente_minima_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
86;vazao_defluente_maxima_media;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;
87;vazao_defluente_minima_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
87;vazao_defluente_maxima_media;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;
87;vazao_desviada_minima_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
87;vazao_desviada_maxima_media;99999;99999.000000100001;99999.000000100001;99999;99998.999999899999;99999;99999.000000100001;99998.999999899999;99999;99999;99999;99999;99999;99999;99999;99999;99998.999999899999;99999;99999.000000100001;99999;99999;99999;99998.999999899999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;
88;vazao_defluente_minima_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
88;vazao_defluente_maxima_media;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;
88;vazao_desviada_minima_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
88;vazao_desviada_maxima_media;99999;99999.000000100001;99999.000000100001;99999;99998.999999899999;99999;99999.000000100001;99998.999999899999;99999;99999;99999;99999;99999;99999;99999;99999;99998.999999899999;99999;99999.000000100001;99999;99999;99999;99998.999999899999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;
89;potencia_minima_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
89;potencia_maxima_media;50;50.000000000050;50.000000000050;50;49.999999999950;50;50.000000000050;49.999999999950;50;50;50;50;50;50;50;50;49.999999999950;50;50.000000000050;50;50;50;49.999999999950;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50.000000000000;50;50;50.000000000000;50;50;50;50;50;50;50;50;50;
89;potencia_disponivel_minima_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
89;potencia_disponivel_maxima_media;48.200000000000;48.200000000048;48.200000000048;48.200000000000;48.199999999952;48.400000000000;48.350000000048;48.349999999952;48.350000000000;48.350000000000;48.350000000000;48.350000000000;48.350000000000;48.350000000000;48.350000000000;48.350000000000;48.349999999952;48.700000000000;48.700000000049;48.700000000000;48.700000000000;48.700000000000;48.699999999951;48.700000000000;48.700000000000;48.700000000000;48.700000000000;48.700000000000;48.700000000000;48.700000000000;48.700000000000;48.700000000000;48.700000000000;48.700000000000;48.700000000000;48.700000000000;48.700000000000;48.700000000000;48.700000000000;48.700000000000;48.700000000000;48.700000000000;48.700000000000;48.700000000000;48.700000000000;48.700000000000;48.700000000000;48.700000000000;48.700000000000;48.700000000000;48.700000000000;48.700000000000;48.700000000000;48.700000000000;48.700000000000;48.700000000000;48.700000000000;48.700000000000;48.700000000000;48.700000000000;
89;vazao_turbinada_disponivel_minima_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
89;vazao_turbinada_disponivel_maxima_media;42.152516208865;41.528103833754;41.528103833754;41.528103833712;41.528103833670;41.700419617255;41.657340671411;41.657340671327;41.657340671369;41.657340671369;41.657340671369;41.657340671369;41.657340671369;41.657340671369;41.657340671369;41.657340671369;41.657340671327;41.958893292568;41.958893292610;41.958893292568;41.958893292568;40.580959505275;40.580959505234;40.580959505275;40.580959505275;42.135555345790;42.135555345790;42.135555345790;42.135555345790;41.958893292568;41.958893292568;41.958893292568;41.958893292568;40.580959505275;40.580959505275;40.580959505275;40.580959505275;42.135555345790;42.135555345790;42.135555345790;42.135555345790;41.958893292568;41.958893292568;41.958893292568;41.958893292568;40.580959505275;40.580959505275;40.580959505275;40.580959505275;42.135555345790;42.135555345790;42.135555345790;42.135555345790;41.958893292568;41.958893292568;41.958893292568;41.958893292568;40.580959505275;40.580959505275;40.580959505275;
89;vazao_defluente_minima_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
89;vazao_defluente_maxima_media;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;
90;potencia_minima_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
90;potencia_maxima_media;60;60.000000000060;60.000000000060;60;59.999999999940;60;60.000000000060;59.999999999940;60;60;60;60;60;60;60;60;59.999999999940;60;60.000000000060;60;60;60;59.999999999940;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;
90;potencia_disponivel_minima_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
90;potencia_disponivel_maxima_media;56.220000000000;56.220000000056;56.220000000056;56.220000000000;56.219999999944;57.480000000000;57.180000000057;57.179999999943;57.180000000000;57.180000000000;57.180000000000;57.180000000000;57.180000000000;57.180000000000;57.180000000000;57.180000000000;57.179999999943;57.300000000000;57.300000000057;57.300000000000;57.300000000000;57.300000000000;57.299999999943;57.300000000000;57.300000000000;57.300000000000;57.300000000000;57.300000000000;57.300000000000;57.300000000000;57.300000000000;57.300000000000;57.300000000000;57.300000000000;57.300000000000;57.300000000000;57.300000000000;57.300000000000;57.300000000000;57.300000000000;57.300000000000;57.300000000000;57.300000000000;57.300000000000;57.300000000000;57.300000000000;57.300000000000;57.300000000000;57.300000000000;57.300000000000;57.300000000000;57.300000000000;57.300000000000;57.300000000000;57.300000000000;57.300000000000;57.300000000000;57.300000000000;57.300000000000;57.300000000000;
90;vazao_turbinada_disponivel_minima_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
90;vazao_turbinada_disponivel_maxima_media;84.384040325702;78.459766013786;78.459766013786;78.459766013708;78.459766013630;80.218202605264;79.799527226402;79.799527226242;79.799527226322;79.799527226322;79.799527226322;79.799527226322;79.799527226322;79.799527226322;79.799527226322;79.799527226322;79.799527226242;79.966997377899;79.966997377979;79.966997377899;79.966997377899;79.966997377899;79.966997377819;79.966997377899;79.966997377899;79.984027155761;79.984027155761;79.984027155761;79.984027155761;79.966997377899;79.966997377899;79.966997377899;79.966997377899;79.966997377899;79.966997377899;79.966997377899;79.966997377899;79.984027155761;79.984027155761;79.984027155761;79.984027155761;79.966997377899;79.966997377899;79.966997377899;79.966997377899;79.966997377899;79.966997377899;79.966997377899;79.966997377899;79.984027155761;79.984027155761;79.984027155761;79.984027155761;79.966997377899;79.966997377899;79.966997377899;79.966997377899;79.966997377899;79.966997377899;79.966997377899;
90;vazao_defluente_minima_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
90;vazao_defluente_maxima_media;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;
91;potencia_minima_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
91;potencia_maxima_media;305.700004577637;305.700004577943;305.700004577943;305.700004577637;305.700004577331;305.700004577637;305.700004577943;305.700004577331;305.700004577637;305.700004577637;305.700004577637;305.700004577637;305.700004577637;305.700004577637;305.700004577637;305.700004577637;305.700004577331;305.700004577637;305.700004577943;305.700004577637;305.700004577637;305.700004577637;305.700004577331;305.700004577637;305.700004577637;305.700004577637;305.700004577637;305.700004577637;305.700004577637;305.700004577637;305.700004577637;305.700004577637;305.700004577637;305.700004577637;305.700004577637;305.700004577637;305.700004577637;305.700004577637;305.700004577637;305.700004577637;305.700004577637;305.700004577637;305.700004577637;305.700004577637;305.700004577637;305.700004577637;305.700004577637;305.700004577637;305.700004577637;305.700004577637;305.700004577637;305.700004577637;305.700004577637;305.700004577637;305.700004577637;305.700004577637;305.700004577637;305.700004577637;305.700004577637;305.700004577637;
91;potencia_disponivel_minima_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
91;potencia_disponivel_maxima_media;250.368303749085;250.368303749335;250.368303749335;250.368303749085;250.368303748835;272.073004074097;260.762103904985;260.762103904463;260.762103904724;260.762103904724;260.762103904724;260.762103904724;260.762103904724;260.762103904724;260.762103904724;260.762103904724;260.762103904463;283.689604248047;283.689604248331;283.689604248047;283.689604248047;283.689604248047;283.689604247763;283.689604248047;283.689604248047;283.689604248047;283.689604248047;283.689604248047;283.689604248047;283.689604248047;283.689604248047;283.689604248047;283.689604248047;283.689604248047;283.689604248047;283.689604248047;283.689604248047;283.689604248047;283.689604248047;283.689604248047;283.689604248047;283.689604248047;283.689604248047;283.689604248047;283.689604248047;283.689604248047;283.689604248047;283.689604248047;283.689604248047;283.689604248047;283.689604248047;283.689604248047;283.689604248047;283.689604248047;283.689604248047;283.689604248047;283.689604248047;283.689604248047;283.689604248047;283.689604248047;
91;vazao_turbinada_disponivel_minima_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
91;vazao_turbinada_disponivel_maxima_media;246.428971973238;244.767441942911;244.767441942911;244.767441942666;244.767441942421;265.986597471274;254.928727689015;254.928727688505;254.928727688760;254.928727688760;254.928727688760;254.928727688760;254.928727688760;254.928727688760;254.928727688760;254.928727688760;254.928727688505;277.343328599261;277.343328599538;277.343328599261;277.343328599261;277.343328599261;277.343328598984;277.343328599261;277.343328599261;283.906609332827;283.906609332827;283.906609332827;283.906609332827;277.343328599261;277.343328599261;277.343328599261;277.343328599261;277.343328599261;277.343328599261;277.343328599261;277.343328599261;283.906609332827;283.906609332827;283.906609332827;283.906609332827;277.343328599261;277.343328599261;277.343328599261;277.343328599261;277.343328599261;277.343328599261;277.343328599261;277.343328599261;283.906609332827;283.906609332827;283.906609332827;283.906609332827;277.343328599261;277.343328599261;277.343328599261;277.343328599261;277.343328599261;277.343328599261;277.343328599261;
91;vazao_defluente_minima_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
91;vazao_defluente_maxima_media;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;
92;potencia_minima_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
