idTermeletrica;AttMatriz;Iteradores;1;2;3
95;potencia_disponivel_maxima;01/2022;360.100000000000;360.100000000000;360.100000000000
95;potencia_minima;01/2022;0;0;0
95;potencia_disponivel_minima;01/2022;0;0;0
96;potencia_util;01/2022;56.280000000000;56.280000000000;56.280000000000
96;custo_de_operacao;01/2022;151.690000000000;151.690000000000;151.690000000000
96;potencia_disponivel_minima;01/2022;0;0;0
96;potencia_disponivel_maxima;01/2022;56.280000000000;56.280000000000;56.280000000000
96;potencia_minima;01/2022;0;0;0
101;potencia_disponivel_minima;01/2022;0;0;0
101;custo_de_operacao;01/2022;1135.760000000000;1135.760000000000;1135.760000000000
101;potencia_util;01/2022;159.200000000000;159.200000000000;159.200000000000
101;potencia_minima;01/2022;0;0;0
101;potencia_disponivel_maxima;01/2022;159.200000000000;159.200000000000;159.200000000000
102;potencia_disponivel_maxima;01/2022;159.200000000000;159.200000000000;159.200000000000
102;potencia_disponivel_minima;01/2022;0;0;0
102;potencia_minima;01/2022;0;0;0
102;potencia_util;01/2022;159.200000000000;159.200000000000;159.200000000000
102;custo_de_operacao;01/2022;1135.760000000000;1135.760000000000;1135.760000000000
109;potencia_util;01/2022;350;350;350
109;custo_de_operacao;01/2022;372.550000000000;372.550000000000;372.550000000000
109;potencia_minima;01/2022;0;0;0
109;potencia_disponivel_minima;01/2022;0;0;0
109;potencia_disponivel_maxima;01/2022;350;350;350
110;custo_de_operacao;01/2022;577.920000000000;577.920000000000;577.920000000000
110;potencia_disponivel_minima;01/2022;0;0;0
110;potencia_minima;01/2022;0;0;0
110;potencia_disponivel_maxima;01/2022;201;201;201
110;potencia_util;01/2022;201;201;201
111;custo_de_operacao;01/2022;331.660000000000;331.660000000000;331.660000000000
111;potencia_util;01/2022;885;885;885
111;potencia_minima;01/2022;0;0;0
111;potencia_disponivel_minima;01/2022;0;0;0
111;potencia_disponivel_maxima;01/2022;885;885;885
112;potencia_disponivel_maxima;01/2022;355;355;355
112;potencia_disponivel_minima;01/2022;0;0;0
112;potencia_util;01/2022;355;355;355
112;potencia_minima;01/2022;0;0;0
112;custo_de_operacao;01/2022;412.250000000000;412.250000000000;412.250000000000
113;potencia_minima;01/2022;0;0;0
113;potencia_util;01/2022;263;263;263
113;custo_de_operacao;01/2022;263.640000000000;263.640000000000;263.640000000000
113;potencia_disponivel_minima;01/2022;0;0;0
113;potencia_disponivel_maxima;01/2022;263;263;263
114;custo_de_operacao;01/2022;362.090000000000;362.090000000000;362.090000000000
114;potencia_util;01/2022;175;175;175
114;potencia_minima;01/2022;0;0;0
114;potencia_disponivel_minima;01/2022;0;0;0
114;potencia_disponivel_maxima;01/2022;175;175;175
115;potencia_minima;01/2022;0;0;0
115;custo_de_operacao;01/2022;373.600000000000;373.600000000000;373.600000000000
115;potencia_util;01/2022;1515;1515;1515
115;potencia_disponivel_maxima;01/2022;1515;1515;1515
115;potencia_disponivel_minima;01/2022;0;0;0
116;potencia_disponivel_minima;01/2022;0;0;0
116;potencia_disponivel_maxima;01/2022;0;0;0
116;potencia_minima;01/2022;0;0;0
116;custo_de_operacao;01/2022;134.460000000000;134.460000000000;134.460000000000
116;potencia_util;01/2022;0;0;0
118;potencia_disponivel_maxima;01/2022;5;5;5
118;potencia_disponivel_minima;01/2022;1;1;1
118;potencia_minima;01/2022;1;1;1
118;potencia_util;01/2022;4;4;4
118;custo_de_operacao;01/2022;175.910000000000;175.910000000000;175.910000000000
119;custo_de_operacao;01/2022;340.730000000000;340.730000000000;340.730000000000
119;potencia_util;01/2022;1.100000000000;1.100000000000;1.100000000000
119;potencia_disponivel_minima;01/2022;0;0;0
119;potencia_disponivel_maxima;01/2022;1.100000000000;1.100000000000;1.100000000000
119;potencia_minima;01/2022;0;0;0
120;potencia_disponivel_minima;01/2022;0;0;0
120;custo_de_operacao;01/2022;340.720000000000;340.720000000000;340.720000000000
120;potencia_disponivel_maxima;01/2022;331.300000000000;331.300000000000;331.300000000000
120;potencia_minima;01/2022;0;0;0
120;potencia_util;01/2022;331.300000000000;331.300000000000;331.300000000000
121;potencia_minima;01/2022;0;0;0
121;potencia_disponivel_minima;01/2022;0;0;0
121;potencia_disponivel_maxima;01/2022;1.120000000000;1.120000000000;1.120000000000
121;custo_de_operacao;01/2022;340.730000000000;340.730000000000;340.730000000000
121;potencia_util;01/2022;1.120000000000;1.120000000000;1.120000000000
122;custo_de_operacao;01/2022;340.720000000000;340.720000000000;340.720000000000
122;potencia_util;01/2022;331.200000000000;331.200000000000;331.200000000000
122;potencia_minima;01/2022;0;0;0
122;potencia_disponivel_maxima;01/2022;331.200000000000;331.200000000000;331.200000000000
122;potencia_disponivel_minima;01/2022;0;0;0
123;potencia_minima;01/2022;0;0;0
123;potencia_disponivel_minima;01/2022;0;0;0
123;custo_de_operacao;01/2022;257.060000000000;257.060000000000;257.060000000000
123;potencia_disponivel_maxima;01/2022;26.960000000000;26.960000000000;26.960000000000
123;potencia_util;01/2022;26.960000000000;26.960000000000;26.960000000000
124;custo_de_operacao;01/2022;257.060000000000;257.060000000000;257.060000000000
124;potencia_util;01/2022;147.800000000000;147.800000000000;147.800000000000
124;potencia_minima;01/2022;0;0;0
124;potencia_disponivel_minima;01/2022;0;0;0
124;potencia_disponivel_maxima;01/2022;147.800000000000;147.800000000000;147.800000000000
125;potencia_disponivel_maxima;01/2022;11;11;11
125;potencia_util;01/2022;6.500000000000;6.500000000000;6.500000000000
125;potencia_disponivel_minima;01/2022;4.500000000000;4.500000000000;4.500000000000
125;potencia_minima;01/2022;4.500000000000;4.500000000000;4.500000000000
125;custo_de_operacao;01/2022;97.180000000000;97.180000000000;97.180000000000
127;potencia_disponivel_maxima;01/2022;50;50;50
127;potencia_util;01/2022;50;50;50
127;custo_de_operacao;01/2022;124.480000000000;124.480000000000;124.480000000000
127;potencia_minima;01/2022;0;0;0
127;potencia_disponivel_minima;01/2022;0;0;0
128;custo_de_operacao;01/2022;0;0;0
128;potencia_disponivel_maxima;01/2022;0;0;0
128;potencia_disponivel_minima;01/2022;0;0;0
128;potencia_minima;01/2022;0;0;0
128;potencia_util;01/2022;0;0;0
130;potencia_disponivel_maxima;01/2022;1238;1238;1238
130;custo_de_operacao;01/2022;727.290000000000;727.290000000000;727.290000000000
130;potencia_util;01/2022;1238;1238;1238
130;potencia_minima;01/2022;0;0;0
130;potencia_disponivel_minima;01/2022;0;0;0
131;custo_de_operacao;01/2022;0;0;0
131;potencia_util;01/2022;0;0;0
131;potencia_minima;01/2022;0;0;0
131;potencia_disponivel_maxima;01/2022;0;0;0
131;potencia_disponivel_minima;01/2022;0;0;0
9;custo_de_operacao;01/2022;0;0;0
9;potencia_util;01/2022;0;0;0
9;potencia_minima;01/2022;0;0;0
9;potencia_disponivel_minima;01/2022;0;0;0
9;potencia_disponivel_maxima;01/2022;0;0;0
10;custo_de_operacao;01/2022;0;0;0
10;potencia_util;01/2022;0;0;0
10;potencia_minima;01/2022;0;0;0
10;potencia_disponivel_minima;01/2022;0;0;0
10;potencia_disponivel_maxima;01/2022;0;0;0
13;custo_de_operacao;01/2022;0;0;0
13;potencia_util;01/2022;0;0;0
13;potencia_minima;01/2022;0;0;0
13;potencia_disponivel_minima;01/2022;0;0;0
13;potencia_disponivel_maxima;01/2022;0;0;0
15;custo_de_operacao;01/2022;0;0;0
15;potencia_util;01/2022;0;0;0
15;potencia_minima;01/2022;0;0;0
15;potencia_disponivel_minima;01/2022;0;0;0
15;potencia_disponivel_maxima;01/2022;0;0;0
16;custo_de_operacao;01/2022;0;0;0
16;potencia_util;01/2022;0;0;0
16;potencia_minima;01/2022;0;0;0
16;potencia_disponivel_minima;01/2022;0;0;0
16;potencia_disponivel_maxima;01/2022;0;0;0
17;custo_de_operacao;01/2022;0;0;0
17;potencia_util;01/2022;0;0;0
17;potencia_minima;01/2022;0;0;0
17;potencia_disponivel_minima;01/2022;0;0;0
17;potencia_disponivel_maxima;01/2022;0;0;0
18;custo_de_operacao;01/2022;0;0;0
18;potencia_util;01/2022;0;0;0
18;potencia_minima;01/2022;0;0;0
18;potencia_disponivel_minima;01/2022;0;0;0
18;potencia_disponivel_maxima;01/2022;0;0;0
19;custo_de_operacao;01/2022;0;0;0
19;potencia_util;01/2022;0;0;0
19;potencia_minima;01/2022;0;0;0
19;potencia_disponivel_minima;01/2022;0;0;0
19;potencia_disponivel_maxima;01/2022;0;0;0
28;custo_de_operacao;01/2022;0;0;0
28;potencia_util;01/2022;0;0;0
28;potencia_minima;01/2022;0;0;0
28;potencia_disponivel_minima;01/2022;0;0;0
28;potencia_disponivel_maxima;01/2022;0;0;0
50;custo_de_operacao;01/2022;0;0;0
50;potencia_util;01/2022;0;0;0
50;potencia_minima;01/2022;0;0;0
50;potencia_disponivel_minima;01/2022;0;0;0
50;potencia_disponivel_maxima;01/2022;0;0;0
51;custo_de_operacao;01/2022;0;0;0
51;potencia_util;01/2022;0;0;0
51;potencia_minima;01/2022;0;0;0
51;potencia_disponivel_minima;01/2022;0;0;0
51;potencia_disponivel_maxima;01/2022;0;0;0
52;custo_de_operacao;01/2022;0;0;0
52;potencia_util;01/2022;0;0;0
52;potencia_minima;01/2022;0;0;0
52;potencia_disponivel_minima;01/2022;0;0;0
52;potencia_disponivel_maxima;01/2022;0;0;0
93;custo_de_operacao;01/2022;0;0;0
93;potencia_util;01/2022;0;0;0
93;potencia_minima;01/2022;0;0;0
93;potencia_disponivel_minima;01/2022;0;0;0
93;potencia_disponivel_maxima;01/2022;0;0;0
94;custo_de_operacao;01/2022;0;0;0
94;potencia_util;01/2022;0;0;0
94;potencia_minima;01/2022;0;0;0
94;potencia_disponivel_minima;01/2022;0;0;0
94;potencia_disponivel_maxima;01/2022;0;0;0
97;custo_de_operacao;01/2022;0;0;0
97;potencia_util;01/2022;0;0;0
97;potencia_minima;01/2022;0;0;0
97;potencia_disponivel_minima;01/2022;0;0;0
97;potencia_disponivel_maxima;01/2022;0;0;0
98;custo_de_operacao;01/2022;0;0;0
98;potencia_util;01/2022;0;0;0
98;potencia_minima;01/2022;0;0;0
98;potencia_disponivel_minima;01/2022;0;0;0
98;potencia_disponivel_maxima;01/2022;0;0;0
99;custo_de_operacao;01/2022;0;0;0
99;potencia_util;01/2022;0;0;0
99;potencia_minima;01/2022;0;0;0
99;potencia_disponivel_minima;01/2022;0;0;0
99;potencia_disponivel_maxima;01/2022;0;0;0
100;custo_de_operacao;01/2022;0;0;0
100;potencia_util;01/2022;0;0;0
100;potencia_minima;01/2022;0;0;0
100;potencia_disponivel_minima;01/2022;0;0;0
100;potencia_disponivel_maxima;01/2022;0;0;0
103;custo_de_operacao;01/2022;0;0;0
103;potencia_util;01/2022;0;0;0
103;potencia_minima;01/2022;0;0;0
103;potencia_disponivel_minima;01/2022;0;0;0
103;potencia_disponivel_maxima;01/2022;0;0;0
104;custo_de_operacao;01/2022;0;0;0
104;potencia_util;01/2022;0;0;0
104;potencia_minima;01/2022;0;0;0
104;potencia_disponivel_minima;01/2022;0;0;0
104;potencia_disponivel_maxima;01/2022;0;0;0
105;custo_de_operacao;01/2022;0;0;0
105;potencia_util;01/2022;0;0;0
105;potencia_minima;01/2022;0;0;0
105;potencia_disponivel_minima;01/2022;0;0;0
105;potencia_disponivel_maxima;01/2022;0;0;0
106;custo_de_operacao;01/2022;0;0;0
106;potencia_util;01/2022;0;0;0
106;potencia_minima;01/2022;0;0;0
106;potencia_disponivel_minima;01/2022;0;0;0
106;potencia_disponivel_maxima;01/2022;0;0;0
107;custo_de_operacao;01/2022;0;0;0
107;potencia_util;01/2022;0;0;0
107;potencia_minima;01/2022;0;0;0
107;potencia_disponivel_minima;01/2022;0;0;0
107;potencia_disponivel_maxima;01/2022;0;0;0
108;custo_de_operacao;01/2022;0;0;0
108;potencia_util;01/2022;0;0;0
108;potencia_minima;01/2022;0;0;0
108;potencia_disponivel_minima;01/2022;0;0;0
108;potencia_disponivel_maxima;01/2022;0;0;0
117;custo_de_operacao;01/2022;0;0;0
117;potencia_util;01/2022;0;0;0
117;potencia_minima;01/2022;0;0;0
117;potencia_disponivel_minima;01/2022;0;0;0
117;potencia_disponivel_maxima;01/2022;0;0;0
126;custo_de_operacao;01/2022;0;0;0
126;potencia_util;01/2022;0;0;0
126;potencia_minima;01/2022;0;0;0
126;potencia_disponivel_minima;01/2022;0;0;0
126;potencia_disponivel_maxima;01/2022;0;0;0
129;custo_de_operacao;01/2022;0;0;0
129;potencia_util;01/2022;0;0;0
129;potencia_minima;01/2022;0;0;0
129;potencia_disponivel_minima;01/2022;0;0;0
129;potencia_disponivel_maxima;01/2022;0;0;0
132;custo_de_operacao;01/2022;0;0;0
132;potencia_util;01/2022;0;0;0
132;potencia_minima;01/2022;0;0;0
132;potencia_disponivel_minima;01/2022;0;0;0
132;potencia_disponivel_maxima;01/2022;0;0;0
133;custo_de_operacao;01/2022;0;0;0
133;potencia_util;01/2022;0;0;0
133;potencia_minima;01/2022;0;0;0
133;potencia_disponivel_minima;01/2022;0;0;0
133;potencia_disponivel_maxima;01/2022;0;0;0
1;potencia_disponivel_maxima;02/2022;131.600000000000;131.600000000000;131.600000000000
1;custo_de_operacao;02/2022;0;0;0
1;potencia_util;02/2022;0;0;0
1;potencia_minima;02/2022;131.600000000000;131.600000000000;131.600000000000
1;potencia_disponivel_minima;02/2022;131.600000000000;131.600000000000;131.600000000000
2;potencia_minima;02/2022;1350;1350;1350
2;potencia_disponivel_minima;02/2022;1350;1350;1350
2;potencia_disponivel_maxima;02/2022;1350;1350;1350
2;potencia_util;02/2022;0;0;0
2;custo_de_operacao;02/2022;20.120000000000;20.120000000000;20.120000000000
3;potencia_disponivel_maxima;02/2022;640;640;640
3;potencia_disponivel_minima;02/2022;640;640;640
3;potencia_minima;02/2022;640;640;640
3;potencia_util;02/2022;0;0;0
3;custo_de_operacao;02/2022;31.170000000000;31.170000000000;31.170000000000
4;potencia_util;02/2022;0;0;0
4;potencia_minima;02/2022;400;400;400
4;potencia_disponivel_minima;02/2022;400;400;400
4;custo_de_operacao;02/2022;102.680000000000;102.680000000000;102.680000000000
4;potencia_disponivel_maxima;02/2022;400;400;400
5;potencia_disponivel_maxima;02/2022;100;100;100
5;custo_de_operacao;02/2022;116.460000000000;116.460000000000;116.460000000000
5;potencia_util;02/2022;0;0;0
5;potencia_minima;02/2022;100;100;100
5;potencia_disponivel_minima;02/2022;100;100;100
6;potencia_disponivel_maxima;02/2022;419.600000000000;419.600000000000;419.600000000000
6;potencia_disponivel_minima;02/2022;0;0;0
6;potencia_minima;02/2022;0;0;0
6;potencia_util;02/2022;419.600000000000;419.600000000000;419.600000000000
6;custo_de_operacao;02/2022;279.170000000000;279.170000000000;279.170000000000
7;potencia_disponivel_maxima;02/2022;200;200;200
7;potencia_disponivel_minima;02/2022;0;0;0
7;potencia_minima;02/2022;0;0;0
7;potencia_util;02/2022;200;200;200
7;custo_de_operacao;02/2022;225.830000000000;225.830000000000;225.830000000000
8;custo_de_operacao;02/2022;208.690000000000;208.690000000000;208.690000000000
8;potencia_util;02/2022;0;0;0
8;potencia_minima;02/2022;218.700000000000;218.700000000000;218.700000000000
8;potencia_disponivel_minima;02/2022;218.700000000000;218.700000000000;218.700000000000
8;potencia_disponivel_maxima;02/2022;218.700000000000;218.700000000000;218.700000000000
11;potencia_disponivel_maxima;02/2022;82;82;82
11;potencia_disponivel_minima;02/2022;0;0;0
11;potencia_minima;02/2022;0;0;0
11;potencia_util;02/2022;82;82;82
11;custo_de_operacao;02/2022;522.960000000000;522.960000000000;522.960000000000
12;potencia_util;02/2022;0;0;0
12;custo_de_operacao;02/2022;310.410000000000;310.410000000000;310.410000000000
12;potencia_disponivel_maxima;02/2022;0;0;0
12;potencia_minima;02/2022;0;0;0
12;potencia_disponivel_minima;02/2022;0;0;0
14;custo_de_operacao;02/2022;2201.410000000000;2201.410000000000;2201.410000000000
14;potencia_util;02/2022;222;222;222
14;potencia_minima;02/2022;0;0;0
14;potencia_disponivel_minima;02/2022;0;0;0
14;potencia_disponivel_maxima;02/2022;222;222;222
20;potencia_util;02/2022;126;126;126
20;potencia_minima;02/2022;0;0;0
20;potencia_disponivel_minima;02/2022;0;0;0
20;potencia_disponivel_maxima;02/2022;126;126;126
20;custo_de_operacao;02/2022;722.240000000000;722.240000000000;722.240000000000
21;potencia_disponivel_minima;02/2022;0;0;0
21;potencia_util;02/2022;0;0;0
21;custo_de_operacao;02/2022;470.340000000000;470.340000000000;470.340000000000
21;potencia_disponivel_maxima;02/2022;0;0;0
21;potencia_minima;02/2022;0;0;0
22;potencia_disponivel_maxima;02/2022;490;490;490
22;potencia_disponivel_minima;02/2022;0;0;0
22;custo_de_operacao;02/2022;1700;1700;1700
22;potencia_minima;02/2022;0;0;0
22;potencia_util;02/2022;490;490;490
23;potencia_disponivel_maxima;02/2022;0;0;0
23;potencia_disponivel_minima;02/2022;0;0;0
23;potencia_minima;02/2022;0;0;0
23;potencia_util;02/2022;0;0;0
23;custo_de_operacao;02/2022;2196.590000000000;2196.590000000000;2196.590000000000
24;potencia_util;02/2022;830;830;830
24;custo_de_operacao;02/2022;740.760000000000;740.760000000000;740.760000000000
24;potencia_minima;02/2022;0;0;0
24;potencia_disponivel_maxima;02/2022;830;830;830
24;potencia_disponivel_minima;02/2022;0;0;0
25;potencia_disponivel_minima;02/2022;0;0;0
25;custo_de_operacao;02/2022;1082.950000000000;1082.950000000000;1082.950000000000
25;potencia_disponivel_maxima;02/2022;174.600000000000;174.600000000000;174.600000000000
25;potencia_minima;02/2022;0;0;0
25;potencia_util;02/2022;174.600000000000;174.600000000000;174.600000000000
26;potencia_util;02/2022;0;0;0
26;potencia_disponivel_maxima;02/2022;0;0;0
26;potencia_disponivel_minima;02/2022;0;0;0
26;potencia_minima;02/2022;0;0;0
26;custo_de_operacao;02/2022;910.860000000000;910.860000000000;910.860000000000
27;potencia_util;02/2022;100;100;100
27;potencia_minima;02/2022;0;0;0
27;potencia_disponivel_minima;02/2022;0;0;0
27;custo_de_operacao;02/2022;1491.930000000000;1491.930000000000;1491.930000000000
27;potencia_disponivel_maxima;02/2022;100;100;100
29;custo_de_operacao;02/2022;978.100000000000;978.100000000000;978.100000000000
29;potencia_util;02/2022;0;0;0
29;potencia_minima;02/2022;0;0;0
29;potencia_disponivel_maxima;02/2022;0;0;0
29;potencia_disponivel_minima;02/2022;0;0;0
30;potencia_disponivel_minima;02/2022;0;0;0
30;potencia_disponivel_maxima;02/2022;0;0;0
30;potencia_minima;02/2022;0;0;0
30;custo_de_operacao;02/2022;1021.690000000000;1021.690000000000;1021.690000000000
30;potencia_util;02/2022;0;0;0
31;custo_de_operacao;02/2022;1068.300000000000;1068.300000000000;1068.300000000000
31;potencia_util;02/2022;136;136;136
31;potencia_minima;02/2022;0;0;0
31;potencia_disponivel_minima;02/2022;0;0;0
31;potencia_disponivel_maxima;02/2022;136;136;136
32;potencia_disponivel_maxima;02/2022;53.500000000000;53.500000000000;53.500000000000
32;potencia_util;02/2022;53.500000000000;53.500000000000;53.500000000000
32;custo_de_operacao;02/2022;1468.180000000000;1468.180000000000;1468.180000000000
32;potencia_disponivel_minima;02/2022;0;0;0
32;potencia_minima;02/2022;0;0;0
33;potencia_disponivel_minima;02/2022;170;170;170
33;potencia_util;02/2022;175;175;175
33;custo_de_operacao;02/2022;77.190000000000;77.190000000000;77.190000000000
33;potencia_minima;02/2022;170;170;170
33;potencia_disponivel_maxima;02/2022;345;345;345
34;custo_de_operacao;02/2022;97.110000000000;97.110000000000;97.110000000000
34;potencia_util;02/2022;0;0;0
34;potencia_minima;02/2022;7;7;7
34;potencia_disponivel_minima;02/2022;7;7;7
34;potencia_disponivel_maxima;02/2022;7;7;7
35;custo_de_operacao;02/2022;93.840000000000;93.840000000000;93.840000000000
35;potencia_util;02/2022;0;0;0
35;potencia_disponivel_maxima;02/2022;350;350;350
35;potencia_disponivel_minima;02/2022;350;350;350
35;potencia_minima;02/2022;350;350;350
36;potencia_disponivel_maxima;02/2022;330;330;330
36;potencia_disponivel_minima;02/2022;0;0;0
36;potencia_minima;02/2022;0;0;0
36;potencia_util;02/2022;330;330;330
36;custo_de_operacao;02/2022;229.270000000000;229.270000000000;229.270000000000
37;potencia_disponivel_minima;02/2022;0;0;0
37;potencia_minima;02/2022;0;0;0
37;potencia_util;02/2022;220;220;220
37;custo_de_operacao;02/2022;271.210000000000;271.210000000000;271.210000000000
37;potencia_disponivel_maxima;02/2022;220;220;220
38;potencia_disponivel_maxima;02/2022;110;110;110
38;potencia_disponivel_minima;02/2022;0;0;0
38;potencia_minima;02/2022;0;0;0
38;potencia_util;02/2022;110;110;110
38;custo_de_operacao;02/2022;278.380000000000;278.380000000000;278.380000000000
39;custo_de_operacao;02/2022;304.610000000000;304.610000000000;304.610000000000
39;potencia_disponivel_minima;02/2022;0;0;0
39;potencia_disponivel_maxima;02/2022;80;80;80
39;potencia_util;02/2022;80;80;80
39;potencia_minima;02/2022;0;0;0
40;potencia_disponivel_maxima;02/2022;3;3;3
40;potencia_disponivel_minima;02/2022;2;2;2
40;potencia_minima;02/2022;2;2;2
40;potencia_util;02/2022;1;1;1
40;custo_de_operacao;02/2022;336.060000000000;336.060000000000;336.060000000000
41;potencia_util;02/2022;0;0;0
41;potencia_disponivel_maxima;02/2022;0;0;0
41;potencia_disponivel_minima;02/2022;0;0;0
41;potencia_minima;02/2022;0;0;0
41;custo_de_operacao;02/2022;475.680000000000;475.680000000000;475.680000000000
42;custo_de_operacao;02/2022;0;0;0
42;potencia_util;02/2022;0;0;0
42;potencia_minima;02/2022;0;0;0
42;potencia_disponivel_minima;02/2022;0;0;0
42;potencia_disponivel_maxima;02/2022;0;0;0
43;custo_de_operacao;02/2022;2084.340000000000;2084.340000000000;2084.340000000000
43;potencia_util;02/2022;0;0;0
43;potencia_minima;02/2022;0;0;0
43;potencia_disponivel_minima;02/2022;0;0;0
43;potencia_disponivel_maxima;02/2022;0;0;0
44;potencia_disponivel_maxima;02/2022;243.100000000000;243.100000000000;243.100000000000
44;potencia_disponivel_minima;02/2022;0;0;0
44;potencia_util;02/2022;243.100000000000;243.100000000000;243.100000000000
44;custo_de_operacao;02/2022;698.140000000000;698.140000000000;698.140000000000
44;potencia_minima;02/2022;0;0;0
45;potencia_util;02/2022;160.700000000000;160.700000000000;160.700000000000
45;potencia_minima;02/2022;372;372;372
45;potencia_disponivel_minima;02/2022;372;372;372
45;potencia_disponivel_maxima;02/2022;532.700000000000;532.700000000000;532.700000000000
45;custo_de_operacao;02/2022;183.740000000000;183.740000000000;183.740000000000
46;potencia_disponivel_minima;02/2022;0;0;0
46;potencia_util;02/2022;720;720;720
46;custo_de_operacao;02/2022;461.060000000000;461.060000000000;461.060000000000
46;potencia_minima;02/2022;0;0;0
46;potencia_disponivel_maxima;02/2022;720;720;720
47;custo_de_operacao;02/2022;458.680000000000;458.680000000000;458.680000000000
47;potencia_util;02/2022;365;365;365
47;potencia_minima;02/2022;0;0;0
47;potencia_disponivel_minima;02/2022;0;0;0
47;potencia_disponivel_maxima;02/2022;365;365;365
48;potencia_disponivel_minima;02/2022;0;0;0
48;potencia_disponivel_maxima;02/2022;28;28;28
48;potencia_util;02/2022;28;28;28
48;custo_de_operacao;02/2022;183.280000000000;183.280000000000;183.280000000000
48;potencia_minima;02/2022;0;0;0
49;potencia_disponivel_maxima;02/2022;326.600000000000;326.600000000000;326.600000000000
49;potencia_disponivel_minima;02/2022;0;0;0
49;potencia_minima;02/2022;0;0;0
49;potencia_util;02/2022;326.600000000000;326.600000000000;326.600000000000
49;custo_de_operacao;02/2022;254.960000000000;254.960000000000;254.960000000000
53;potencia_util;02/2022;165;165;165
53;potencia_disponivel_maxima;02/2022;165;165;165
53;potencia_disponivel_minima;02/2022;0;0;0
53;potencia_minima;02/2022;0;0;0
53;custo_de_operacao;02/2022;433.830000000000;433.830000000000;433.830000000000
54;custo_de_operacao;02/2022;374.870000000000;374.870000000000;374.870000000000
54;potencia_util;02/2022;90.200000000000;90.200000000000;90.200000000000
54;potencia_minima;02/2022;0;0;0
54;potencia_disponivel_minima;02/2022;0;0;0
54;potencia_disponivel_maxima;02/2022;90.200000000000;90.200000000000;90.200000000000
55;potencia_minima;02/2022;0;0;0
55;potencia_util;02/2022;110;110;110
55;custo_de_operacao;02/2022;450.860000000000;450.860000000000;450.860000000000
55;potencia_disponivel_maxima;02/2022;110;110;110
55;potencia_disponivel_minima;02/2022;0;0;0
56;potencia_disponivel_maxima;02/2022;0;0;0
56;custo_de_operacao;02/2022;510.120000000000;510.120000000000;510.120000000000
56;potencia_util;02/2022;0;0;0
56;potencia_minima;02/2022;0;0;0
56;potencia_disponivel_minima;02/2022;0;0;0
57;custo_de_operacao;02/2022;935.060000000000;935.060000000000;935.060000000000
57;potencia_util;02/2022;200;200;200
57;potencia_minima;02/2022;0;0;0
57;potencia_disponivel_minima;02/2022;0;0;0
57;potencia_disponivel_maxima;02/2022;200;200;200
58;custo_de_operacao;02/2022;1054.210000000000;1054.210000000000;1054.210000000000
58;potencia_disponivel_minima;02/2022;0;0;0
58;potencia_util;02/2022;162.900000000000;162.900000000000;162.900000000000
58;potencia_minima;02/2022;0;0;0
58;potencia_disponivel_maxima;02/2022;162.900000000000;162.900000000000;162.900000000000
59;potencia_disponivel_maxima;02/2022;49.700000000000;49.700000000000;49.700000000000
59;potencia_disponivel_minima;02/2022;0;0;0
59;potencia_minima;02/2022;0;0;0
59;potencia_util;02/2022;49.700000000000;49.700000000000;49.700000000000
59;custo_de_operacao;02/2022;1069.630000000000;1069.630000000000;1069.630000000000
60;potencia_disponivel_maxima;02/2022;162;162;162
60;potencia_disponivel_minima;02/2022;0;0;0
60;potencia_minima;02/2022;0;0;0
60;potencia_util;02/2022;162;162;162
60;custo_de_operacao;02/2022;1073.040000000000;1073.040000000000;1073.040000000000
61;custo_de_operacao;02/2022;1073.040000000000;1073.040000000000;1073.040000000000
61;potencia_disponivel_minima;02/2022;0;0;0
61;potencia_disponivel_maxima;02/2022;162;162;162
61;potencia_util;02/2022;162;162;162
61;potencia_minima;02/2022;0;0;0
62;custo_de_operacao;02/2022;1082.970000000000;1082.970000000000;1082.970000000000
62;potencia_util;02/2022;169;169;169
62;potencia_minima;02/2022;0;0;0
62;potencia_disponivel_minima;02/2022;0;0;0
62;potencia_disponivel_maxima;02/2022;169;169;169
63;potencia_disponivel_maxima;02/2022;24;24;24
63;potencia_disponivel_minima;02/2022;0;0;0
63;potencia_minima;02/2022;0;0;0
63;potencia_util;02/2022;24;24;24
63;custo_de_operacao;02/2022;1488.940000000000;1488.940000000000;1488.940000000000
64;potencia_disponivel_maxima;02/2022;381.300000000000;381.300000000000;381.300000000000
64;potencia_disponivel_minima;02/2022;0;0;0
64;potencia_minima;02/2022;0;0;0
64;potencia_util;02/2022;381.300000000000;381.300000000000;381.300000000000
64;custo_de_operacao;02/2022;1109.280000000000;1109.280000000000;1109.280000000000
65;potencia_disponivel_minima;02/2022;0;0;0
65;custo_de_operacao;02/2022;1226.790000000000;1226.790000000000;1226.790000000000
65;potencia_util;02/2022;120;120;120
65;potencia_minima;02/2022;0;0;0
65;potencia_disponivel_maxima;02/2022;120;120;120
66;potencia_disponivel_maxima;02/2022;117;117;117
66;potencia_disponivel_minima;02/2022;0;0;0
66;potencia_minima;02/2022;0;0;0
66;potencia_util;02/2022;117;117;117
66;custo_de_operacao;02/2022;1226.790000000000;1226.790000000000;1226.790000000000
67;potencia_minima;02/2022;0;0;0
67;potencia_disponivel_minima;02/2022;0;0;0
67;custo_de_operacao;02/2022;0;0;0
67;potencia_util;02/2022;0;0;0
67;potencia_disponivel_maxima;02/2022;0;0;0
68;potencia_disponivel_maxima;02/2022;0;0;0
