idRestricaoOperativaUHE;AttVetor;01/2020;02/2020;03/2020;04/2020;05/2020;06/2020;07/2020;08/2020;09/2020;10/2020;11/2020;12/2020;01/2021;02/2021;03/2021;04/2021;05/2021;06/2021;07/2021;08/2021;09/2021;10/2021;11/2021;12/2021;01/2022;02/2022;03/2022;04/2022;05/2022;06/2022;07/2022;08/2022;09/2022;10/2022;11/2022;12/2022;01/2023;02/2023;03/2023;04/2023;05/2023;06/2023;07/2023;08/2023;09/2023;10/2023;11/2023;12/2023;01/2024;02/2024;03/2024;04/2024;05/2024;06/2024;07/2024;08/2024;09/2024;10/2024;11/2024;12/2024;
89;limite_superior_media;190;190.000000000190;190.000000000190;190;189.999999999810;154.942000000001;145.000000000145;144.999999999855;145;145;145;145;190;190;190;190;189.999999999810;190;190.000000000190;190;190;147;146.999999999853;147;147;147;147;147;147;190;190;190;190;147;147;147;147;147;147;147;147;190;190;190;190;147;147;147;147;147;147;147;147;190;190;190;190;147;147;147;
90;limite_inferior_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
90;limite_superior_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
91;limite_inferior_media;120;120.000000000120;120.000000000120;120;119.999999999880;120;120.000000000120;119.999999999880;120;120;120;120;120;120;120;120;119.999999999880;120;120.000000000120;120;120;120;119.999999999880;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;
91;limite_superior_media;160;175.000000000175;inf;inf;9998.999999990001;9999;120.000000000120;119.999999999880;120;120;120;120;120;99999;120;120;119.999999999880;120;120.000000000120;120;120;120;119.999999999880;120;120;99999;99999;120;120;120;120;120;120;120;120;120;120;99999;99999;120;120;120;120;120;120;120;120;120;120;99999;99999;120;120;120;120;120;120;120;120;120;
92;limite_inferior_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
92;limite_superior_media;25;25.000000000025;25.000000000025;25;24.999999999975;25;25.000000000025;24.999999999975;25;25;25;25;25;25;25;25;24.999999999975;25;25.000000000025;25;25;25;24.999999999975;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25.000000000000;25;25;25.000000000000;25;25;25;25;25;25;25;25;25;
93;limite_inferior_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
93;limite_superior_media;55;100.000000000100;60.000000000060;30;0;0;0;0;0;0;10;25;35;85;30;10;0;0;0;0;0;0;9.999999999990;25;40;75;35;10;5;0;0;0;0;0;10;25;40;75;35;10;5;0;0;0;0;0;10;25.000000000000;40;75;35;10;5;0;0;0;0;0;10;25;
94;limite_inferior_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
94;limite_superior_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
95;limite_inferior_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
95;limite_superior_media;34;34.000000000034;34.000000000034;34;33.999999999966;34;34.000000000034;33.999999999966;34;34;34;34;34;34;34;34;33.999999999966;34;34.000000000034;34;34;34;33.999999999966;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;
96;limite_inferior_media;5.500000000000;5.500000000006;5.500000000005;5.500000000000;5.499999999995;5.500000000000;5.500000000005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
96;limite_superior_media;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;
97;limite_inferior_media;20;20.000000000020;20.000000000020;20;19.999999999980;20;20.000000000020;19.999999999980;20;20;20;20;20;20;20;20;19.999999999980;20;20.000000000020;20;20;20;19.999999999980;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;
97;limite_superior_media;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;
98;limite_inferior_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
98;limite_superior_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
99;limite_inferior_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
99;limite_superior_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
100;limite_inferior_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
100;limite_superior_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
101;limite_inferior_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
101;limite_superior_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
102;limite_inferior_media;6;6.000000000006;6.000000000006;6;5.999999999994;6;6.000000000006;5.999999999994;6;6;6;6;6;6;6;6;5.999999999994;6;6.000000000006;6;6;6;5.999999999994;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;
102;limite_superior_media;6;6.000000000006;123.800000000124;6;5.999999999994;6;6.000000000006;5.999999999994;6;6;6;6;6;6;6;6;5.999999999994;6;6.000000000006;6;6;6;5.999999999994;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;
103;limite_inferior_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
103;limite_superior_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
104;limite_inferior_media;6;6.000000000006;6.000000000006;6;5.999999999994;6;6.000000000006;5.999999999994;6;6;6;6;6;6;6;6;5.999999999994;6;6.000000000006;6;6;6;5.999999999994;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;
104;limite_superior_media;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;
105;limite_inferior_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
105;limite_superior_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
106;limite_inferior_media;10;10.000000000010;10.000000000010;10;9.999999999990;10;10.000000000010;9.999999999990;10;10;10;10;10;10;10;10;9.999999999990;10;10.000000000010;10;10;10;9.999999999990;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;
106;limite_superior_media;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;
107;limite_inferior_media;78.800000000000;78.800000000079;78.800000000079;30;9.999999999990;20;78.800000000079;78.799999999921;78.800000000000;78.800000000000;78.800000000000;-inf;-inf;-inf;-inf;78.800000000000;78.799999999921;78.800000000000;78.800000000079;78.800000000000;75;50;78.799999999921;78.800000000000;78.800000000000;78.800000000000;78.800000000000;78.800000000000;78.800000000000;78.800000000000;78.800000000000;78.800000000000;75;50;78.800000000000;78.800000000000;78.800000000000;78.800000000000;78.800000000000;78.800000000000;78.800000000000;78.800000000000;78.800000000000;78.800000000000;75;50;78.800000000000;78.800000000000;78.800000000000;78.800000000000;78.800000000000;78.800000000000;78.800000000000;78.800000000000;78.800000000000;78.800000000000;75;50;78.800000000000;78.800000000000;
107;limite_superior_media;4500;4500.000000004500;4500.000000004500;4500;4499.999999995500;4500;4500.000000004500;4499.999999995500;4500;4500;4500;4500;4500;4500;4500;4500;4499.999999995500;4500;4500.000000004500;4500;4500;4500;4499.999999995500;4500;4500;4500;4500;4500;4500;4500;4500;4500;4500;4500;4500;4500;4500;4500;4500;4500;4500;4500;4500;4500;4500;4500;4500;4500;4500;4500;4500;4500;4500;4500;4500;4500;4500;4500;4500;4500;
108;limite_inferior_media;200;200.000000000200;200.000000000200;200;199.999999999800;200;200.000000000200;199.999999999800;200;200;200;200;200;200;200;200;199.999999999800;200;200.000000000200;200;200;200;199.999999999800;200;200;200;200;200;200;200;200;200;200;200;200;200;200;200;200;200;200;200;200;200;200;200;200;200.000000000000;200;200;200.000000000000;200;200;200;200;200;200;200;200;200;
108;limite_superior_media;30000;30000.000000030002;30000.000000029999;30000;29999.999999970001;30000;30000.000000029999;29999.999999970001;30000;30000;30000;30000;30000;30000;30000;30000;29999.999999970001;30000;30000.000000029999;30000;30000;30000;29999.999999970001;30000;30000;30000;30000;30000;30000;30000;30000;30000;30000;30000;30000;30000;30000;30000;30000;30000;30000;30000;30000;30000;30000;30000;30000;30000;30000;30000;30000;30000;30000;30000;30000;30000;30000;30000;30000;30000;
109;limite_inferior_media;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;
109;limite_superior_media;140;140.000000000140;140.000000000140;140;139.999999999860;140;140.000000000140;139.999999999860;140;140;140;140;140;140;140;140;139.999999999860;140;140.000000000140;140;140;140;139.999999999860;140;140;140;140;140;140;140;140;140;140;140;140;140;140;140;140;140;140;140;140;140;140;140;140;140;140;140;140;140;140;140;140;140;140;140;140;140;
110;limite_inferior_media;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;
110;limite_superior_media;19000;19000.000000019001;19000.000000018998;19000;18999.999999981002;19000;19000.000000018998;18999.999999981002;19000;19000;19000;19000;19000;19000;19000;19000;18999.999999981002;19000;19000.000000018998;19000;19000;19000;18999.999999981002;19000;19000;19000;19000;19000;19000;19000;19000;19000;19000;19000;19000;19000;19000;19000;19000;19000;19000;19000;19000;19000;19000;19000;19000;19000;19000;19000;19000;19000;19000;19000;19000;19000;19000;19000;19000;19000;
111;limite_inferior_media;200;200.000000000200;200.000000000200;200;59.999999999940;60;60.000000000060;59.999999999940;60;60;200;200;200;200;200;200;199.999999999800;200;60.000000000060;60;60;60;59.999999999940;200;200;200;200;60;65.658060000000;200;60;60;60;60;60;200;200;200;200;60;65.658060000000;200;60;60;60;60;60;200.000000000000;200;200;200.000000000000;60;65.579140000000;200;60;60;60;60;60;200;
111;limite_superior_media;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;
112;limite_inferior_media;284;275.000000000275;175.000000000175;85;44.999999999955;89.230666666665;90.000000000090;119.999999999880;120;120;120;120;120;120;120;120;119.999999999880;120;120.000000000120;120;90;90;119.999999999880;120;300.000000000000;120;300;250;120;120;120;120;90;90;120;120;300;120;300;250;120;120;120;120;90;90;120;120;300;120;300;250;120;120;120;120;90;90;120;120;
112;limite_superior_media;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;
113;limite_inferior_media;135;135.000000000135;100.000000000100;100;99.999999999900;100;100.000000000100;99.999999999900;100;100;135;135;135;135;100;100;99.999999999900;100;100.000000000100;100;-inf;-inf;134.999999999865;120;120;135;0;135;0;100;100;100;-inf;-inf;135;120;120;135;0;135;0;100;100;100;-inf;-inf;135;120;120;135;0;135;0;100;100;100;-inf;-inf;135;120;
113;limite_superior_media;3600;3600.000000003600;3600.000000003600;3600;3599.999999996400;3600;3600.000000003600;3599.999999996400;3600;3600;3600;3600;3600;3600;3600;3600;3599.999999996400;3600;3600.000000003600;3600;3600;3600;3599.999999996400;3600;3600;3600;3600;3600;3600;3600;3600;3600;3600;3600;3600;3600;3600;3600;3600;3600;3600;3600;3600;3600;3600;3600;3600;3600;3600;3600;3600;3600;3600;3600;3600;3600;3600;3600;3600;3600;
114;limite_inferior_media;168;168.000000000168;168.000000000168;168;167.999999999832;168;168.000000000168;167.999999999832;168;168;168;168;168;168;168;168;167.999999999832;168;168.000000000168;168;168;168;167.999999999832;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;
114;limite_superior_media;4300;4300.000000004300;4300.000000004300;4300;4299.999999995700;4300;4300.000000004300;4299.999999995700;4300;4300;4300;4300;4300;4300;4300;4300;4299.999999995700;4300;4300.000000004300;4300;4300;4300;4299.999999995700;4300;4300;4300;4300;4300;4300;4300;4300;4300;4300;4300;4300;4300;4300;4300;4300;4300;4300;4300;4300;4300;4300;4300;4300;4300;4300;4300;4300;4300;4300;4300;4300;4300;4300;4300;4300;4300;
115;limite_inferior_media;260;260.000000000260;175.000000000175;85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
115;limite_superior_media;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;
116;limite_inferior_media;90;90.000000000090;90.000000000090;90;89.999999999910;90;90.000000000090;89.999999999910;90;90;90;90;90;90;90;90;89.999999999910;90;90.000000000090;90;90;90;89.999999999910;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;
116;limite_superior_media;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;
117;limite_inferior_media;200;200.000000000200;170.000000000170;90;44.999999999955;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
117;limite_superior_media;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;
118;limite_inferior_media;230;230.000000000230;170.000000000170;90;44.999999999955;114.798666666665;150.000000000150;149.999999999850;150;150;150;150;150;150;150;150;149.999999999850;150;150.000000000150;150;70;70;149.999999999850;150;150.000000000000;150;150;150;150;150;150;150;70;70;150;150;150;150;150;150;150;150;150;150;70;70;150;150;150;150;150;150;150;150;150;150;70;70;150;150;
118;limite_superior_media;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;
119;limite_inferior_media;90;90.000000000090;90.000000000090;90;89.999999999910;90;90.000000000090;89.999999999910;90;90;90;90;90;90;90;90;89.999999999910;90;90.000000000090;90;90;90;89.999999999910;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;
119;limite_superior_media;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;
120;limite_inferior_media;744;744.000000000744;744.000000000744;744;743.999999999256;744;744.000000000744;743.999999999256;744;744;744;744;744;744;744;744;743.999999999256;744;744.000000000744;744;744;744;743.999999999256;744;744;744;744;744;744;744;744;744;744;744;744;744;744;744;744;744;744;744;744;744;744;744;744;744;744;744;744;744;744;744;744;744;744;744;744;744;
120;limite_superior_media;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;
121;limite_inferior_media;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;
121;limite_superior_media;750;750.000000000750;750.000000000750;750;749.999999999250;750;750.000000000750;749.999999999250;750;750;750;750;750;750;750;750;749.999999999250;750;750.000000000750;750;750;750;749.999999999250;750;750;750;750;750;750;750;750;750;750;750;750;750;750;750;750;750;750;750;750;750;750;750;750;750;750;750;750;750;750;750;750;750;750;750;750;750;
122;limite_inferior_media;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;
122;limite_superior_media;2400;2400.000000002400;2400.000000002400;2400;2399.999999997600;2400;2400.000000002400;2399.999999997600;2400;2400;2400;2400;2400;2400;2400;2400;2399.999999997600;2400;2400.000000002400;2400;2400;2400;2399.999999997600;2400;2400.000000000000;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;
123;limite_inferior_media;14.800000000000;14.800000000015;14.800000000015;14.800000000000;14.799999999985;14.800000000000;14.800000000015;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;14.800000000000;14.799999999985;14.800000000000;14.800000000015;14.800000000000;14.800000000000;14.800000000000;14.799999999985;14.800000000000;14.800000000000;14.800000000000;14.800000000000;14.800000000000;14.800000000000;14.800000000000;14.800000000000;14.800000000000;14.800000000000;14.800000000000;14.800000000000;14.800000000000;14.800000000000;14.800000000000;14.800000000000;14.800000000000;14.800000000000;14.800000000000;14.800000000000;14.800000000000;14.800000000000;14.800000000000;14.800000000000;14.800000000000;14.800000000000;14.800000000000;14.800000000000;14.800000000000;14.800000000000;14.800000000000;14.800000000000;14.800000000000;14.800000000000;14.800000000000;14.800000000000;14.800000000000;
123;limite_superior_media;1450;1450.000000001450;1450.000000001450;1450;9998.999999990001;9999;inf;99998.999999899999;99999;99999;1450;1450;1450;1450;1450;1450;99998.999999899999;inf;inf;inf;inf;inf;1449.999999998550;1450;1450;1450;1450;1450;99999;inf;inf;inf;inf;inf;1450;1450;1450;1450;1450;1450;99999;inf;inf;inf;inf;inf;1450;1450;1450;1450;1450;1450;99999;inf;inf;inf;inf;inf;1450;1450;
124;limite_inferior_media;800;800.000000000800;800.000000000800;800;799.999999999200;800;800.000000000800;799.999999999200;800;800;800;800;800;800;800;800;799.999999999200;800;800.000000000800;800;800;800;799.999999999200;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800.000000000000;800;800;800.000000000000;800;800;800;800;800;800;800;800;800;
124;limite_superior_media;8000;8000.000000008001;8000.000000008000;8000;7999.999999992000;8000;8000.000000008000;7999.999999992000;8000;8000;8000;8000;8000;8000;8000;8000;7999.999999992000;8000.000000000001;8000.000000008000;8000;8000;8000;7999.999999992001;8000;8000;8000;8000;8000;8000;8000;7999.999999999999;8000;8000;8000;8000;8000;8000;8000;8000;8000;8000;8000;7999.999999999999;8000;8000;8000;8000;8000;8000;8000;8000;8000;7999.999999999999;8000;8000;8000;8000;7999.999999999999;8000;8000;
125;limite_inferior_media;800;800.000000000800;800.000000000800;1100;1299.999999998700;1100;1100.000000001100;1099.999999998900;1100;1100;1100;800;800;800;800;1100;1099.999999998900;1100;800.000000000800;800;800;800;799.999999999200;800;800;1100;1100;1100;1100;1100;800;800;800;800;800;800;800;1100;1100;1100;1100;1100;800;800;800;800;800;800.000000000000;800;1100;1100;1100;1100;1100;800;800;800;800;800;800;
125;limite_superior_media;800;800.000000000800;3580.000000003580;5555;7999.999999992000;8000;8000.000000008000;7999.999999992000;8000;8000;8000;8000;2798;2139;4315;8000;7999.999999992000;8000.000000000001;900.000000000900;900;1500;2500;849.999999999150;950;3655;8000;8000;8000;8000;8000;900;900;1500;2500;850;950;3655;8000;8000;8000;8000;8000;900;900;1500;2500;850;950;3655;8000;8000;8000;7999.999999999999;8000;900;900;1500;2500;850;950;
126;limite_inferior_media;240;240.000000000240;240.000000000240;240;239.999999999760;240;240.000000000240;239.999999999760;240;240;240;240;240;240;240;240;239.999999999760;240;240.000000000240;240;240;240;239.999999999760;240;240;240;240;240;240;240;240;240;240;240;240;240;240;240;240;240;240;240;240;240;240;240;240;240;240;240;240;240;240;240;240;240;240;240;240;240;
