idRestricaoOperativaUHE;AttVetor;01/2020;02/2020;03/2020;04/2020;05/2020;06/2020;07/2020;08/2020;09/2020;10/2020;11/2020;12/2020;01/2021;02/2021;03/2021;04/2021;05/2021;06/2021;07/2021;08/2021;09/2021;10/2021;11/2021;12/2021;01/2022;02/2022;03/2022;04/2022;05/2022;06/2022;07/2022;08/2022;09/2022;10/2022;11/2022;12/2022;01/2023;02/2023;03/2023;04/2023;05/2023;06/2023;07/2023;08/2023;09/2023;10/2023;11/2023;12/2023;01/2024;02/2024;03/2024;04/2024;05/2024;06/2024;07/2024;08/2024;09/2024;10/2024;11/2024;12/2024;
25;limite_superior_media;145.900000000000;162.160000000162;162.420000000162;175.480000000000;175.479999999825;175.480000000000;180.470000000180;180.469999999820;180.470000000000;180.470000000000;178.890000000000;168.410000000000;145.900000000000;162.160000000000;162.420000000000;175.480000000000;175.479999999825;175.480000000000;180.470000000180;180.470000000000;180.470000000000;180.470000000000;178.889999999821;168.410000000000;145.900000000000;162.160000000000;162.420000000000;175.480000000000;175.480000000000;175.480000000000;180.470000000000;180.470000000000;180.470000000000;180.470000000000;178.890000000000;168.410000000000;145.900000000000;162.160000000000;162.420000000000;175.480000000000;175.480000000000;175.480000000000;180.470000000000;180.470000000000;180.470000000000;180.470000000000;178.890000000000;168.410000000000;145.900000000000;162.160000000000;162.420000000000;175.480000000000;175.480000000000;175.480000000000;180.470000000000;180.470000000000;180.470000000000;180.470000000000;178.890000000000;168.410000000000;
26;limite_inferior_media;1064.400000000000;1064.400000001065;1064.400000001065;1064.400000000000;1064.399999998936;1064.400000000000;1064.400000001064;1064.399999998936;1064.400000000000;1064.400000000000;1064.400000000000;1064.400000000000;1064.400000000000;1064.400000000000;1064.400000000000;1064.400000000000;1064.399999998936;1064.400000000000;1064.400000001064;1064.400000000000;1064.400000000000;1064.400000000000;1064.399999998936;1064.400000000000;1064.400000000000;1064.400000000000;1064.400000000000;1064.400000000000;1064.400000000000;1064.400000000000;1064.400000000000;1064.400000000000;1064.400000000000;1064.400000000000;1064.400000000000;1064.400000000000;1064.400000000000;1064.400000000000;1064.400000000000;1064.400000000000;1064.400000000000;1064.400000000000;1064.400000000000;1064.400000000000;1064.400000000000;1064.400000000000;1064.400000000000;1064.400000000000;1064.400000000000;1064.400000000000;1064.400000000000;1064.400000000000;1064.400000000000;1064.400000000000;1064.400000000000;1064.400000000000;1064.400000000000;1064.400000000000;1064.400000000000;1064.400000000000;
26;limite_superior_media;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;1980.850000000000;1980.850000000000;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;
27;limite_inferior_media;25;25.000000000025;25.000000000025;25;24.999999999975;25;25.000000000025;24.999999999975;25;25;25;25;25;25;25;25;24.999999999975;25;25.000000000025;25;25;25;24.999999999975;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25.000000000000;25;25;25.000000000000;25;25;25;25;25;25;25;25;25;
27;limite_superior_media;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;
28;limite_inferior_media;3898.200000000000;3898.200000003898;3898.200000003898;3898.200000000000;3898.199999996102;3898.200000000000;3898.200000003898;32238.099999967759;21868.900000000001;11616.600000000000;6159.199999999999;3898.200000000000;3898.200000000000;3898.200000000000;3898.200000000000;3898.200000000000;3898.199999996102;3898.200000000000;3898.200000003898;37773.600000000006;33173.699999999997;22765.500000000000;11733.599999988268;3898.200000000000;3898.200000000000;3898.200000000000;3898.200000000000;3898.200000000000;3898.200000000000;3898.200000000000;3898.200000000000;37773.599999999999;33173.699999999997;22765.500000000000;11733.600000000000;3898.200000000000;3898.200000000000;3898.200000000000;3898.200000000000;3898.200000000000;3898.200000000000;3898.200000000000;3898.200000000000;37773.599999999999;33173.699999999997;22765.500000000000;11733.600000000000;3898.200000000000;3898.200000000000;3898.200000000000;3898.200000000000;3898.200000000000;3898.200000000000;3898.200000000000;3898.200000000000;37773.599999999999;33173.699999999997;22765.500000000000;11733.600000000000;3898.200000000000;
28;limite_superior_media;38982;38982.000000038985;38982.000000038977;38982;38981.999999961015;38982;38982.000000038985;32238.099999967759;21868.900000000001;11616.600000000000;6159.199999999999;3898.200000000000;38982;38982;38982;38982;38981.999999961015;38982;38982.000000038985;37773.600000000006;33173.699999999997;22765.500000000000;11733.599999988268;38982;38982;38982;38982;38982;38982;38982;38982;37773.599999999999;33173.699999999997;22765.500000000000;11733.600000000000;38982;38982;38982;38982;38982;38982;38982;38982;37773.599999999999;33173.699999999997;22765.500000000000;11733.600000000000;38982;38982;38982;38982;38982;38982;38982;38982;37773.599999999999;33173.699999999997;22765.500000000000;11733.600000000000;38982;
29;limite_inferior_media;-inf;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
29;limite_superior_media;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;
30;limite_inferior_media;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;
30;limite_superior_media;2058.500000000000;2058.500000002059;2058.500000002059;2058.500000000000;2058.499999997941;2058.500000000000;1476.800000001477;1476.799999998523;1476.800000000000;1476.800000000000;2058.800000000000;2058.800000000000;2058.800000000000;2058.800000000000;2058.800000000000;2058.800000000000;2058.799999997941;2058.800000000000;1476.800000001477;1476.800000000000;1476.800000000000;1476.800000000000;2058.799999997942;2058.800000000000;2058.800000000000;2058.800000000000;2058.800000000000;2058.800000000000;2058.800000000000;2058.800000000000;1476.800000000000;1476.800000000000;1476.800000000000;1476.800000000000;2058.800000000000;2058.800000000000;2058.800000000000;2058.800000000000;2058.800000000000;2058.800000000000;2058.800000000000;2058.800000000000;1476.800000000000;1476.800000000000;1476.800000000000;1476.800000000000;2058.800000000000;2058.800000000000;2058.800000000000;2058.800000000000;2058.800000000000;2058.800000000000;2058.800000000000;2058.800000000000;1476.800000000000;1476.800000000000;1476.800000000000;1476.800000000000;2058.800000000000;2058.800000000000;
31;limite_inferior_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
31;limite_superior_media;3449;3449.000000003449;3449.000000003449;3449;3448.999999996551;3449;3449.000000003449;3448.999999996551;3449;3449;3449;3449;3449;3449;3449;3449;3448.999999996551;3449;3449.000000003449;3449;3449;3449;3448.999999996551;5704.100000000000;5704.100000000000;5704.100000000000;5704.100000000000;3449;3449;3449;3449;3449;3449;3449;3449;5704.100000000000;5704.100000000000;5704.100000000000;5704.100000000000;3449;3449;3449;3449;3449;3449;3449;3449;5704.100000000000;5704.100000000000;5704.100000000000;5704.100000000000;3449;3449;3449;3449;3449;3449;3449;3449;5704.100000000000;
32;limite_inferior_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
32;limite_superior_media;5482;5482.000000005482;5482.000000005482;5482;5481.999999994518;5482;5482.000000005482;5481.999999994518;5482;5482;5482;5482;5482;5482;5482;5482;5481.999999994518;5482;5482.000000005482;5482;5482;5482;5481.999999994518;9183.799999999999;9183.799999999999;9183.799999999999;9183.799999999999;5482;5482;5482;5482;5482;5482;5482;5482;9183.799999999999;9183.799999999999;9183.799999999999;9183.799999999999;5482;5482;5482;5482;5482;5482;5482;5482;9183.799999999999;9183.799999999999;9183.799999999999;9183.799999999999;5482;5482;5482;5482;5482;5482;5482;5482;9183.799999999999;
33;limite_inferior_media;200;200.000000000200;200.000000000200;200;199.999999999800;200;256.250000000256;256.249999999744;256.250000000000;256.250000000000;256.250000000000;256.250000000000;256.250000000000;256.250000000000;256.250000000000;256.250000000000;256.249999999744;256.250000000000;256.250000000256;256.250000000000;256.250000000000;256.250000000000;256.249999999744;256.250000000000;256.250000000000;256.250000000000;256.250000000000;256.250000000000;256.250000000000;256.250000000000;256.250000000000;256.250000000000;256.250000000000;256.250000000000;256.250000000000;256.250000000000;256.250000000000;256.250000000000;256.250000000000;256.250000000000;256.250000000000;256.250000000000;256.250000000000;256.250000000000;256.250000000000;256.250000000000;256.250000000000;256.250000000000;256.250000000000;256.250000000000;256.250000000000;256.250000000000;256.250000000000;256.250000000000;256.250000000000;256.250000000000;256.250000000000;256.250000000000;256.250000000000;256.250000000000;
33;limite_superior_media;inf;inf;inf;inf;inf;9999;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;
34;limite_inferior_media;300;300.000000000300;300.000000000300;300;299.999999999700;300;300.000000000300;299.999999999700;300;300;300;300;300;300;300;300;299.999999999700;300;300.000000000300;0;0;0;0;0;0;0;0;0;0;300;300;0;0;0;0;0;0;0;0;0;0;300;300;0;0;0;0;0;0;0;0;0;0;300;300;0;0;0;0;0;
34;limite_superior_media;9999;9999.000000010001;9999.000000009999;1400;1399.999999998600;1400;1400.000000001400;99998.999999899999;99999;inf;inf;inf;inf;inf;inf;1400;1399.999999998600;2385;1400.000000001400;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;2385;1400;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;2385;1400;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;2385;1400;inf;inf;inf;inf;inf;
35;limite_inferior_media;72;72.000000000072;72.000000000072;72;71.999999999928;72;72.000000000072;71.999999999928;72;72;72;72;72;72;72;72;71.999999999928;72;72.000000000072;72;72;72;71.999999999928;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;
35;limite_superior_media;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;
36;limite_inferior_media;34;34.000000000034;34.000000000034;34;33.999999999966;34;34.000000000034;33.999999999966;34;34;34;34;34;34;34;34;33.999999999966;34;34.000000000034;34;34;10;33.999999999966;34;34;34;34;34;34;34;34;34;34;10;34;34;34;34;34;34;34;34;34;34;34;10;34;34;34;34;34;34;34;34;34;34;34;10;34;34;
36;limite_superior_media;1100;1100.000000001100;1100.000000001100;1100;1099.999999998900;1100;1100.000000001100;1099.999999998900;1100;1100;1100;1100;1100;1100;1100;1100;1099.999999998900;1100;1100.000000001100;1100;1100;1100;1099.999999998900;1100;1100;1100;1100;1100;1100;1100;1100;1100;1100;1100;1100;1100;1100;1100;1100;1100;1100;1100;1100;1100;1100;1100;1100;1100;1100;1100;1100;1100;1100;1100;1100;1100;1100;1100;1100;1100;
37;limite_inferior_media;34;34.000000000034;34.000000000034;34;33.999999999966;34;34.000000000034;33.999999999966;34;34;34;34;34;34;34;34;33.999999999966;34;34.000000000034;34;34;10;33.999999999966;34;34;34;34;34;34;34;34;34;34;10;34;34;34;34;34;34;34;34;34;34;34;10;34;34;34;34;34;34;34;34;34;34;34;10;34;34;
37;limite_superior_media;1170;1170.000000001170;1170.000000001170;1170;1169.999999998830;1170;1170.000000001170;1169.999999998830;1170;1170;1170;1170;1170;1170;1170;1170;1169.999999998830;1170;1170.000000001170;1170;1170;1170;1169.999999998830;1170;1170;1170;1170;1170;1170;1170;1170;1170;1170;1170;1170;1170;1170;1170;1170;1170;1170;1170;1170;1170;1170;1170;1170;1170;1170;1170;1170;1170;1170;1170;1170;1170;1170;1170;1170;1170;
38;limite_inferior_media;60;60.000000000060;60.000000000060;70;69.999999999930;70;70.000000000070;69.999999999930;70;70;70;70;70;70;70;70;69.999999999930;70;115.000000000115;115;95;67;69.999999999930;70;70;70;70;70;70;70;115;115;95;67;70;70;70;70;70;70;70;70;115;115;95;67;70;70;70;70;70;70;70;70;115;115;95;67;70;70;
38;limite_superior_media;1250;1250.000000001250;1250.000000001250;1500;1499.999999998500;1500;1500.000000001500;1499.999999998500;1500;1500;1500;1500;1940.000000000000;1500;1500;1500;1499.999999998500;1500;1500.000000001500;1500;1500;1500;1499.999999998500;1500;1760;1500;1500;1500;1250;1500;1500;1500;1500;1500;1500;1500;1760;1500;1500;1500;1250;1500;1500;1500;1500;1500;1500;1500;1760;1500;1500;1500;1250;1500;1500;1500;1500;1500;1500;1500;
39;limite_inferior_media;172;172.000000000172;172.000000000172;172;171.999999999828;172;172.000000000172;171.999999999828;172;172;172;172;172;172;172;172;171.999999999828;172;172.000000000172;172;172;172;171.999999999828;172;172;172;172;172;172;172;172;172;172;172;172;172;172;172;172;172;172;172;172;172;172;172;172;172;172;172;172;172;172;172;172;172;172;172;172;172;
39;limite_superior_media;4500;4500.000000004500;4500.000000004500;4500;4499.999999995500;4500;4500.000000004500;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;
40;limite_inferior_media;100;100.000000000100;100.000000000100;100;99.999999999900;100;100.000000000100;99.999999999900;100;100;100;100;100;100;100;100;99.999999999900;100;100.000000000100;100;100;100;99.999999999900;80;80;80;80;88;88;100;100;100;100;100;100;80;80;80;80;88;88;100;100;100;100;100;100;80;80;80;80;88;88;100;100;100;100;100;100;80;
40;limite_superior_media;5000;5000.000000005000;5000.000000005000;5000;4999.999999995000;5000;5000.000000005000;4999.999999995000;5000;5000;5000;5000;5000;5000;5000;5000;4999.999999995000;5000;5000.000000005000;5000;5000;5000;4999.999999995001;5000;5000;140;140;140;5000;5000;5000;5000;5000;5000;5000;5000;5000;140;140;140;5000;5000;5000;5000;5000;5000;5000;5000;5000;140;140;140;5000;5000;5000;5000;5000;5000;5000;5000;
41;limite_inferior_media;110;110.000000000110;110.000000000110;70;79.999999999920;80;80.000000000080;26.799999999973;26.800000000000;26.800000000000;110;110;110;110;110;26.800000000000;26.799999999973;26.800000000000;26.800000000027;26.800000000000;26.800000000000;26.800000000000;109.999999999890;26.800000000000;26.800000000000;110;110;110;26.800000000000;26.800000000000;26.800000000000;26.800000000000;26.800000000000;26.800000000000;110;26.800000000000;26.800000000000;110;110;110;26.800000000000;26.800000000000;26.800000000000;26.800000000000;26.800000000000;26.800000000000;110;26.800000000000;26.800000000000;110;110;110;26.800000000000;26.800000000000;26.800000000000;26.800000000000;26.800000000000;26.800000000000;110;26.800000000000;
41;limite_superior_media;2000;2000.000000002000;2000.000000002000;2000;1999.999999998000;2000;2000.000000002000;1999.999999998000;2000;2000;2000;2000;2000;2000;2000;2000;1999.999999998000;2000.000000000000;2000.000000002000;2000;2000;2000;1999.999999998000;2000;2000;2000;2000;2000;2000;2000;2000.000000000000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000.000000000000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000.000000000000;2000;2000;2000;2000;2000.000000000000;2000;2000;
42;limite_inferior_media;150;150.000000000150;150.000000000150;150;149.999999999850;150;480.000000000480;599.999999999400;600;600;600;440;200;300;300;300;399.999999999600;450;450.000000000450;400;400;400;399.999999999600;150;150.000000000000;150;150;150;600;450;450;400;400;400;400;150;150;150;150;150;600;450;450;400;400;400;400;150;150;150;150;150;600;450;450;400;400;400;400;150;
42;limite_superior_media;300;850.000000000850;2010.000000002010;2500;2499.999999997500;2500;inf;inf;inf;inf;inf;99999;5210;300;350;inf;inf;inf;inf;400;400;400;399.999999999600;200;4310;inf;inf;inf;inf;inf;inf;400;400;400;400;200;4310;inf;inf;inf;inf;inf;inf;400;400;400;400;200.000000000000;4310;inf;inf;inf;inf;inf;inf;400;400;400;400;200;
43;limite_inferior_media;8.800000000000;8.800000000009;8.800000000009;8.800000000000;16.999999999983;17;17.000000000017;16.999999999983;17;17;8.800000000000;8.800000000000;8.800000000000;8.800000000000;8.800000000000;8.800000000000;16.999999999983;17;17.000000000017;17;17;17;8.799999999991;8.800000000000;8.800000000000;8.800000000000;8.800000000000;8.800000000000;17;17;17;17;17;17;8.800000000000;8.800000000000;8.800000000000;8.800000000000;8.800000000000;8.800000000000;17;17;17;17;17;17;8.800000000000;8.800000000000;8.800000000000;8.800000000000;8.800000000000;8.800000000000;17;17;17;17;17;17;8.800000000000;8.800000000000;
43;limite_superior_media;204;204.000000000204;204.000000000204;204;203.999999999796;204;204.000000000204;203.999999999796;204;204;204;204;204;204;204;204;203.999999999796;204;204.000000000204;204;204;204;203.999999999796;240;235;204;204;204;204;204;204;204;204;204;204;240;235;204;204;204;204;204;204;204;204;204;204;240;235;204;204;204;204;204;204;204;204;204;204;240;
44;limite_inferior_media;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;
44;limite_superior_media;7000;7000.000000006999;7000.000000006999;7000;6999.999999993001;7000;7000.000000006999;6999.999999993001;7000;7000.000000000001;7000;7000;7000;7000;7000;7000;6999.999999993001;7000;7000.000000006999;7000;7000;7000;6999.999999993001;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;
45;limite_inferior_media;23.400000000000;23.400000000023;23.400000000023;23.400000000000;23.399999999977;23.400000000000;23.400000000023;23.399999999977;23.400000000000;23.400000000000;23.400000000000;23.400000000000;23.400000000000;23.400000000000;23.400000000000;23.400000000000;23.399999999977;23.400000000000;23.400000000023;23.400000000000;23.400000000000;23.400000000000;23.399999999977;23.400000000000;23.400000000000;23.400000000000;23.400000000000;23.400000000000;23.400000000000;23.400000000000;23.400000000000;23.400000000000;23.400000000000;23.400000000000;23.400000000000;23.400000000000;23.400000000000;23.400000000000;23.400000000000;23.400000000000;23.400000000000;23.400000000000;23.400000000000;23.400000000000;23.400000000000;23.400000000000;23.400000000000;23.400000000000;23.400000000000;23.400000000000;23.400000000000;23.400000000000;23.400000000000;23.400000000000;23.400000000000;23.400000000000;23.400000000000;23.400000000000;23.400000000000;23.400000000000;
45;limite_superior_media;2100;2100.000000002100;2100.000000002100;2100;2099.999999997900;2100;2100.000000002100;2099.999999997900;2100;2100;2100;2100;2100;2100;2100;2100;2099.999999997900;2100;2100.000000002100;2100;2100;2100;2099.999999997900;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;
46;limite_inferior_media;450;450.000000000450;450.000000000450;450;449.999999999550;450;450.000000000450;449.999999999550;450;450;450;450;450;450;450;450;449.999999999550;450;450.000000000450;450;450;450;449.999999999550;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;
46;limite_superior_media;16000;16000.000000016002;16000.000000016000;16000;15999.999999984000;16000;16000.000000016000;15999.999999984000;16000;16000;16000;16000;16000;16000;16000;16000;15999.999999984000;16000.000000000002;16000.000000016000;16000;16000;16000;15999.999999984002;16000;16000;16000;16000;16000;16000;16000;15999.999999999998;16000;16000;16000;16000;16000;16000;16000;16000;16000;16000;16000;15999.999999999998;16000;16000;16000;16000;16000;16000;16000;16000;16000;15999.999999999998;16000;16000;16000;16000;15999.999999999998;16000;16000;
47;limite_inferior_media;178;178.000000000178;178.000000000178;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
47;limite_superior_media;5000;5000.000000005000;5000.000000005000;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;
48;limite_inferior_media;32;32.000000000032;32.000000000032;32;31.999999999968;32;32.000000000032;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
48;limite_superior_media;250;250.000000000250;250.000000000250;250;249.999999999750;250;250.000000000250;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;
49;limite_inferior_media;32;32.000000000032;32.000000000032;32;31.999999999968;32;32.000000000032;31.999999999968;32;32;32;32;32;32;32;32;31.999999999968;32;32.000000000032;20;10;0;9.999999999990;10;32;32;32;32;32;32;32;20;10;0;10;10;32;32;32;32;32;32;32;20;10;0;10;10;32;32;32;32;32;32;32;20;10;0;10;10;
49;limite_superior_media;65;600.000000000600;600.000000000600;600;599.999999999400;600;600.000000000600;599.999999999400;600;600;600;600;600;600;600;600;599.999999999400;600;600.000000000600;600;600;600;599.999999999400;600;600.000000000000;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;
50;limite_inferior_media;19;19.000000000019;19.000000000019;19;18.999999999981;19;19.000000000019;18.999999999981;19;19;19;19;19;19;19;19;18.999999999981;19;19.000000000019;19;13;0;12.999999999987;13;19;19;19;19;19;19;19;19;13;0;13;13;19;19;19;19;19;19;19;19;13;0;13;13;19;19;19;19;19;19;19;19;13;0;13;13;
50;limite_superior_media;550;550.000000000550;550.000000000550;550;549.999999999450;550;550.000000000550;549.999999999450;550;550;550;550;550;550;550;550;549.999999999450;550;550.000000000550;550;550;550;549.999999999450;550;550;550;550;550;550;550;550;550;550;550;550;550;550;550;550;550;550;550;550;550;550;550;550;550;550;550;550;550;550;550;550;550;550;550;550;550;
51;limite_inferior_media;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;
51;limite_superior_media;2300;2300.000000002300;2300.000000002300;2300;2299.999999997700;2300;2300.000000002300;2299.999999997700;2300;2300;2300;2300;2300;2300;2300;2300;2299.999999997700;2300;2300.000000002300;2300;2300;2300;2299.999999997700;2300;2300;2300;2300;2300;2300;2300;2300;2300;2300;2300;2300;2300;2300;2300;2300;2300;2300;2300;2300;2300;2300;2300;2300;2300;2300;2300;2300;2300;2300;2300;2300;2300;2300;2300;2300;2300;
52;limite_inferior_media;160;160.000000000160;160.000000000160;160;159.999999999840;160;160.000000000160;159.999999999840;160;160;160;160;160;160;160;160;159.999999999840;160;160.000000000160;160;160;160;159.999999999840;160;160;160;160;160;160;160;160;160;160;160;160;160;160;160;160;160;160;160;160;160;160;160;160;160;160;160;160;160;160;160;160;160;160;160;160;160;
52;limite_superior_media;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;
53;limite_inferior_media;73;73.000000000073;73.000000000073;73;72.999999999927;73;73.000000000073;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;
53;limite_superior_media;2000;2000.000000002000;2000.000000002000;2000;1999.999999998000;2000;2000.000000002000;1999.999999998000;2000;2000;2000;2000;2000;2000;2000;2000;1999.999999998000;2000.000000000000;2000.000000002000;2000;2000;2000;1999.999999998000;2000;2000;2000;2000;2000;2000;2000;2000.000000000000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000.000000000000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000.000000000000;2000;2000;2000;2000;2000.000000000000;2000;2000;
54;limite_inferior_media;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;
