idRestricaoEletrica;AttVetor;01/2020;02/2020;03/2020;04/2020;05/2020;06/2020;07/2020;08/2020;09/2020;10/2020;11/2020;12/2020;01/2021;02/2021;03/2021;04/2021;05/2021;06/2021;07/2021;08/2021;09/2021;10/2021;11/2021;12/2021;01/2022;02/2022;03/2022;04/2022;05/2022;06/2022;07/2022;08/2022;09/2022;10/2022;11/2022;12/2022;01/2023;02/2023;03/2023;04/2023;05/2023;06/2023;07/2023;08/2023;09/2023;10/2023;11/2023;12/2023;01/2024;02/2024;03/2024;04/2024;05/2024;06/2024;07/2024;08/2024;09/2024;10/2024;11/2024;12/2024;
65;potencia_minima_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
65;potencia_maxima_media;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;6471.806159420420;6231.999999999988;5969.744047618884;6142.623655907761;5135.705128205322;5265.666666671881;5521.650000000001;5356.166666666684;5278.936111111057;8103.993333325197;5521.369047619090;6957.967741935488;7146.611111111109;7111.111111111097;7068.103448275851;7326.487200000000;5139.474800000000;5259.882500000000;5538.368399999999;5373.134300000000;5283.860400000000;8108.332400000000;5523.684499999999;6952.500200000000;7145.953000000000;7110.367400000000;7068.198800000000;7326.487200000000;5139.474800000000;5259.882500000000;5538.368399999999;5356.168400000000;5297.422500000001;8108.332400000000;5513.925400000000;6952.500200000000;7145.350000000000;7112.251100000000;7067.576800000001;7327.076500000000;5123.067700000000;5290.409200000000;5529.621200000000;5373.134300000000;5324.359900000000;8108.332400000000;5518.801200000000;
66;potencia_minima_media;0;0;0;0;0;0;0;0;0;0;0;0;0;15.100000000000;15.100000000000;15;4.999999999995;10;10.000000000010;10;15.100000000000;15.100000000000;15.099999999985;15.100000000000;10;15;5;10;15.100000000000;10;10;10;15.100000000000;15.100000000000;15.100000000000;15.100000000000;10;15;5;10;15.100000000000;10;10;10;15.100000000000;15.100000000000;15.100000000000;15.100000000000;10;15;5;10;15.100000000000;10;10;10;15.100000000000;15.100000000000;15.100000000000;15.100000000000;
66;potencia_maxima_media;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;
67;potencia_minima_media;0;0;0;0;0;0;0;0;0;0;0;0;0;20.100000000000;20.100000000000;19;18.999999999981;19;19.000000000019;19;19;19;18.999999999981;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;
67;potencia_maxima_media;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;
68;potencia_minima_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
68;potencia_maxima_media;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
69;potencia_minima_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;50;50;49.999999999950;50;50;50;50;50;50;0;0;50;50;50;50;50;50;50;50;50;50;0;0;50;50;50;50;50.000000000000;50;50;50.000000000000;50;50;0;0;50;50;50;50;50;
69;potencia_maxima_media;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;
70;potencia_minima_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;40;40;0;0;0;0;0;0;0;0;0;40;40;40;0;0;0;0;0;0;0;0;0;40;40;40;0;0;0;0;0;0;0;0;0;40;
70;potencia_maxima_media;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;
71;potencia_minima_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;16;16;16;0;0;0;0;0;0;0;0;16;16;16;16;0;0;0;0;0;0;0;0;16;16;16;16;0;0;0;0;0;0;0;
71;potencia_maxima_media;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;63.800000000000;63.800000000000;63.800000000000;63.800000000000;inf;inf;inf;inf;inf;inf;inf;inf;63.800000000000;63.800000000000;63.800000000000;63.800000000000;inf;inf;inf;inf;inf;inf;inf;inf;63.800000000000;63.800000000000;63.800000000000;63.800000000000;inf;inf;inf;inf;inf;inf;inf;
72;potencia_minima_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;40;40;0;0;0;0;0;0;0;0;0;40;40;40;0;0;0;0;0;0;0;0;0;40;40;40;0;0;0;0;0;0;0;
72;potencia_maxima_media;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;
